rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
111286,6,4.5,3,,1,365016,-337472,-27544,36281,,650,,24,5,,60548,5084,63961,1913,104845,134765,263234,147789,5291,,01/17/2002,,N,N,SHANNON DIALYSIS SERVICES,452839,02/28/2009,10/01/2008,TX,76905,10/1/2008,2/28/2009,2009
111287,3,4,3,25,1,9400,-9400,,160000,,,56,21,4,,2623,,33611,301,14763,19437,36642,24846,746,,01/02/1997,N/A,N,N,AMERICAN DIALYSIS  INC.,372535,03/17/2009,01/01/2009,OK,73501,1/1/2009,3/17/2009,2009
111288,3,3,3,25,1,5800,-5800,,60000,,,,16,3,,,,10491,160,7534,4714,15806,1953,160,,12/08/1998,N/A,N,N,ANADARKO DIALYSIS  INC.,372543,03/19/2009,01/01/2009,OK,73005,1/1/2009,3/19/2009,2009
111521,3,4,3,,1,128707,-128707,,114506,,,,8,1,,33805,157192,61157,5805,46265,165900,172053,85832,2662,,11/21/2006,SANFORD HEALTH NETWORK,Y,N,NORTHWEST IOWA DIALYSIS CENTER,162536,04/30/2009,05/01/2008,IA,51238,5/1/2008,4/30/2009,2009
111896,6,4.83999999999992,3,,1,73139,-55897,-17242,7044,157,106,,8,3,,11348,1760,21605,93,15869,32486,33565,16185,667,,09/26/2005,FRESENIUS MEDICAL CARE  N.A.,Y,N,RICHARDSON DIALYSIS CENTER  LLP,192677,02/28/2009,01/01/2009,LA,71269,1/1/2009,2/28/2009,2009
112097,3,4,12,,1,,,,,,69,,5,1,9799,,,,,,,,,1571,,05/01/2000,COVENANT HEALTH SYSTEM,Y,N,COVENANT MERCY CARE VINTON,162519,06/30/2009,07/01/2008,IA,52349,7/1/2008,6/30/2009,2009
112127,3,4,12,,1,,,,,,561,,5,1,79675,,,,,,,,,2903,,07/20/2000,WHEATON FRANCISCAN HEALTHCARE - IOWA,Y,N,COVENANT MERCY CARE INDEPENDENCE,162522,06/30/2009,07/01/2008,IA,50644,7/1/2008,6/30/2009,2009
112128,3,11,3,,1,35261,-35261,,3498,,95,,10,,,11440,,35154,91,42876,34741,61407,18377,557,,05/01/2007,,N,Y,SOUTHEASTERN RENAL DIALYSIS  L.C.,162540,06/30/2009,07/01/2008,IA,52556,7/1/2008,6/30/2009,2009
112216,3,4,3,,1,30480,-30480,,2850,,130,,5,,,9948,740,10390,259,6314,30269,60430,14509,605,,01/08/1997,TRI - STATE DIALYSIS,Y,N,TRI-STATE DIALYSIS - GUTTENBERG,162508,07/06/2009,01/01/2009,IA,52052,1/1/2009,7/6/2009,2009
112327,6,5,3,1,1,781090,-781090,,79709,11343,1475,,12,3,,169647,51857,80231,2898,185723,244119,671397,201272,10070,,10/02/2002,,N,N,MCALESTER REGIONAL DIALYSIS CENTER,372564,06/30/2009,07/01/2008,OK,75401,7/1/2008,6/30/2009,2009
