rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
44087,6,4.75,3,,1,,-134261,10805,15538,,401,,17,3,,45685,4577,214645,5255,45698,91449,215219,96198,3264,,09/10/99,RENAL CARE GROUP,Y,N,NNA AUSTIN - SPRINGDALE,452650,07/29/02,01/01/02,,78723,1/1/2002,7/29/2002,2002
46056,6,4.5,3,6,1,,-144754,-46902,18666,,934,,18,2,,77424,6051,105254,2476,94658,197412,271154,55356,3046,,01/18/02,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC. - HARMONY,392693,09/30/02,01/18/02,,15005,1/18/2002,9/30/2002,2002
46085,6,4.5,3,5,1,,-88671,-821,9062,,376,,20,2,,28095,2456,58391,583,56598,116258,156837,39144,2053,,05/15/02,DIALYSIS CLINIC  INC.,Y,N,DIALYSIS CLINIC  INC.,392695,09/30/02,05/15/02,,15317,5/15/2002,9/30/2002,2002
46350,3,5,3,13,1,,-98519,-639,8281,1897,427,,12,1,816,51637,8424,52444,4275,39754,107756,189313,36859,1782,,03/01/02,DIALYSIS CLINIC  INC,Y,N,DIALYSIS CLINIC  INC,162524,09/30/02,03/21/02,,51042,3/21/2002,9/30/2002,2002
46440,6,3.5,3,19,1,,-184830,-42041,24665,,782,,19,2,,64410,8665,245669,1116,45277,176033,296181,86723,5084,,01/01/00,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - UNION CITY,312542,04/30/02,01/01/02,,07087,1/1/2002,4/30/2002,2002
46722,3,4.5,3,,1,,-160283,-39273,22553,,503,,10,3,,30724,5103,82067,942,83013,119497,146369,50152,3270,,04/24/96,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - WINNSBORO,422559,12/31/02,01/01/02,,29180,1/1/2002,12/31/2002,2002
46725,6,5,3,,1,,-233370,-56899,31808,,1248,,13,3,,58289,4909,152461,1042,51330,181505,279585,116573,5420,,01/01/00,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE-MCV SOUTHSIDE,492577,12/31/02,01/01/02,,23224,1/1/2002,12/31/2002,2002
46728,6,4.5,3,,1,,-344018,-84858,47035,,1044,,11,2,,51468,7337,99627,1285,41915,169816,243229,133396,6447,,01/01/00,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE-MT. OLIVE,342573,12/31/02,01/01/02,,28365,1/1/2002,12/31/2002,2002
46735,6,5,3,8,1,,-612872,-151258,82596,,2149,,20,5,,164478,12196,328976,2806,132917,364808,786222,242419,14936,,06/01/96,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - PORTSMOUTH,492554,12/31/02,01/01/02,,23704,1/1/2002,12/31/2002,2002
46737,6,4.75,3,,1,,-720801,-177557,96513,,1841,,25,4,,146747,9461,339344,3411,151813,402490,701580,338369,16543,,01/01/00,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE-NEWPORT NEWS,492552,12/31/02,01/01/02,,23606,1/1/2002,12/31/2002,2002
46742,6,3.75,3,,1,,-162805,-40080,21320,,575,,9,3,,60476,3452,67865,1091,72172,145668,287253,115197,5534,,08/04/92,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - OZARK,012544,12/31/02,01/01/02,,36360,1/1/2002,12/31/2002,2002
46746,6,4.25,3,2,1,,-810661,-199070,105439,,1627,,24,6,,150588,22833,232080,4126,111612,363089,714971,231618,13099,,02/25/91,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - SOUTH RICHMOND,492556,12/31/02,01/01/02,,23225,1/1/2002,12/31/2002,2002
46747,6,4,3,4,1,,-502335,-122814,62831,,1725,,22,3,,95560,19376,181976,2014,105543,261552,454557,151795,9736,,05/01/96,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - DORCHESTER,422556,12/31/02,01/01/02,,29485,1/1/2002,12/31/2002,2002
46749,3,4,3,,1,,-215032,-52783,27506,,535,,14,2,,42801,4664,142669,835,75002,140481,204250,65943,4230,,01/29/96,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - EDGEFIELD,422558,12/31/02,01/01/02,,29824,1/1/2002,12/31/2002,2002
46750,6,5,3,,1,,-272266,-66981,35120,,1084,,15,2,,63291,7610,151527,6419,69153,225375,289882,135327,6669,,05/08/96,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - NORTHUMBERLAND,392613,12/31/02,01/01/02,,17851,1/1/2002,12/31/2002,2002
46751,3,4,3,,1,,-139574,-34447,18028,,155,,13,5,,43600,3873,104930,833,39389,145541,199937,74119,3392,,11/06/95,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - ELIZABETHTOWN,392604,12/31/02,01/01/02,,17022,1/1/2002,12/31/2002,2002
46753,6,5,3,,1,,-325397,-80088,42297,,592,,10,2,,71832,11506,118629,1613,96962,194524,344247,125894,8813,,03/01/88,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - BAMBERG,422534,12/31/02,01/01/02,,29003,1/1/2002,12/31/2002,2002
46756,6,5,3,,1,,-16691,-4159,2305,,29,,5,1,,750,151,9124,356,6651,26921,3095,6058,387,,04/01/01,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - ST PATRICK,192600,12/31/02,01/01/02,,70602,1/1/2002,12/31/2002,2002
46760,6,4.25,3,,1,,-1441191,-353753,191628,,4717,,42,4,,224351,23436,443918,6332,189318,559560,1135079,475077,22981,,04/01/00,GAMBRO HEALTHCARE,Y,N,GAMBRO HEALTHCARE - MEMPHIS UNIVERSI,442523,12/31/02,01/01/02,,38104,1/1/2002,12/31/2002,2002
