rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
269,6,4.25,3,37,1,,-68392,,15352,,946,98,10,1,,28508,70629,57061,2851,17384,126353,134763,50825,4046,,03/17/1994,,,,DIALYSIS AFFILIATES OF S ALABAMA,012549,12/31/2000,01/01/2000,,36426,1/1/2000,12/31/2000,2000
387,3,4.5,3,,1,,-8702,,851,,28,,10,1,,3270,,12111,1787,38884,10414,18951,7543,120,,01/20/1999,NATIONAL NEPHROLOGY ASSOC. OF ALA,Y,,NATIONAL NEPHROLOGY ASSOC. OF ALA.,012586,03/03/2000,01/01/2000,,,1/1/2000,3/3/2000,2000
7003,6,4.25,3,13,1,,-195866,-28994,25967,,806,,14,4,,53246,4682,128230,1056,76319,151470,281080,114322,7041,,02/07/1990,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE EAST ROME,112565,12/31/2000,01/01/2000,,30161,1/1/2000,12/31/2000,2000
7022,6,4,3,,1,,-807555,-116754,103580,,4913,,17,2,,102919,6021,183418,1333,110270,319736,574700,300801,12420,,01/01/2000,GAMBRO HC,Y,,GAMBRO HC-PIEDMONT,112567,12/31/2000,01/01/2000,,30309,1/1/2000,12/31/2000,2000
7041,3,3,3,13,1,,-145639,-20225,18121,,339,,17,2,,28639,4341,106531,1523,81745,155693,191467,91053,4078,,09/12/1990,GAMBRO HC,Y,,GAMBRO HC-AUGUSTA,112570,12/31/2000,01/01/2000,,30907,1/1/2000,12/31/2000,2000
7158,3,4,3,12,1,,-336942,,31035711,,513,,16,3,,,4297,149107,790,,35250,212188,108220,4393,,08/03/1993,,,,WALTON DIALYSIS CENTER,112586,12/31/2000,01/01/2000,,30655,1/1/2000,12/31/2000,2000
7669,6,4,3,,1,,-623003,-92577,74679,,998,,19,3,,112415,6411,355112,3574,189155,339664,578858,299221,13067,,01/01/2000,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE - SPRINGFIELD CTL,142586,12/31/2000,01/01/2000,,62702,1/1/2000,12/31/2000,2000
7837,6,4.5,3,13,1,,-495625,-75072,64235,,2696,,21,3,,89624,7901,375251,6958,99682,239512,474744,223805,10184,,02/01/1997,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE NAPOLEON,192559,12/31/2000,01/01/2000,,70115,1/1/2000,12/31/2000,2000
7891,6,3.75,3,13,1,,-466458,-66554,58503,,2844,,17,2,,81082,5703,203170,1023,62309,208604,435444,180393,9475,,01/01/1997,GAMBRO HEALTHCARE  INC.,Y,,GAMBRO HEALTHCARE-HOWARD COUNTY,212516,12/31/2000,01/01/2000,,21044,1/1/2000,12/31/2000,2000
7910,6,4.75,3,13,1,,-531315,-78717,70783,,2895,,15,2,,81185,3366,136003,2125,97693,187785,441846,182332,9621,,04/01/1992,GAMBRO HEALTHCARE  INC.,Y,,GAMBRO HEALTHCARE-SILVER HILL,212536,12/31/2000,01/01/2000,,20747,1/1/2000,12/31/2000,2000
7915,6,5,3,13,1,,-820114,-118393,105157,,4094,,30,3,,138089,10325,157844,7283,130760,267208,758548,260282,16564,,01/01/1997,GAMBRO HEALTCARE  INC.,Y,,GAMBRO HEALTHCARE-MERCY,212542,12/31/2000,01/01/2000,,21201,1/1/2000,12/31/2000,2000
8171,3,4,3,,1,,-91516,-13573,12047,,510,,11,1,,26355,1506,184013,314,55426,114814,140235,68546,3109,,10/12/1998,GAMBRO HC,Y,,GAMBRO HC-LUCEDALE,252556,12/31/2000,01/01/2000,,39452,1/1/2000,12/31/2000,2000
