rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
29873,3,4,3,38,1,,-10626,-462,1059,,26,,4,1,,1478,85,4639,243,380,5635,15387,5821,279,,09/23/1999,,,,DIALYSIS SERVICES GROUP SAVANNAH,112665,03/02/2001,01/01/2001,,30453,1/1/2001,3/2/2001,2001
31262,3,4,3,18,1,,-75552,-3647,10875,,485,,12,1,,11232,2340,50084,4101,4888,32089,101702,42881,1995,,02/27/1997,,,,DIALYSIS SERVICE GROUP SAVANNAH  LLC,112631,05/31/2001,01/01/2001,,31419,1/1/2001,5/31/2001,2001
31287,3,4,3,17,1,,-43442,-1889,6007,,185,,10,3,,6951,10364,42446,576,2168,24811,60286,13696,1221,,09/22/1999,,,,DIALYSIS SERVICE GROUP SAVANNAH  LLC,112666,05/31/2001,01/01/2001,,31313,1/1/2001,5/31/2001,2001
31607,3,4,3,,1,,-58810,-10350,7621,,578,,10,1,,19483,4237,70482,448,26490,58844,104036,37655,2342,,01/01/2000,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE LAWRENCEBURG,442612,07/31/2001,01/01/2001,,38464,1/1/2001,7/31/2001,2001
32379,3,4.5,3,30,1,,-64577,,7872000,,,18,8,1,,14406,8653,48579,443,8559,113159,78519,,1238,,,,,,DIALYSIS CENTER OF N.CENTRAL ARKANS,042516,,,,72501,1/1/2001,12/31/2001,2001
32447,3,4.5,3,,1,,-66833,-12644,8559,,375,,10,2,,11457,907,60778,457,11978,48398,56711,34676,1371,,06/20/2001,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTCARE - RUSSELLVILLE,012602,12/31/2001,06/20/2001,,35653,6/20/2001,12/31/2001,2001
32630,6,4.5,3,15,1,,-274981,-53105,37859,,1382,,13,7,,59370,6578,114505,1504,89284,186726,311871,120612,8100,,05/01/1984,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE - JESUP,112532,12/31/2001,01/01/2001,,31545,1/1/2001,12/31/2001,2001
32663,6,4,3,22,1,,-201034,-8741,26931,,389,,20,2,,20963,18659,85850,461,13105,56203,193569,96264,4679,,05/29/1977,,,,DIALYSIS SERVICE GROUP SAVANNAH  LLC,112636,05/31/2001,01/01/2001,,31404,1/1/2001,5/31/2001,2001
32665,6,4.09999999999991,3,12,1,,-258948,-11259,35115,,812,,26,2,,23572,11569,101476,2864,8843,143121,335566,140239,5544,,10/08/1997,,,,DIALYSIS SERVICE GROUP SAVANNAH  LLC,112639,05/31/2001,01/01/2001,,31405,1/1/2001,5/31/2001,2001
32680,3,4,3,24,1,,-65997,-2869,8196,,57,,10,1,,6064,1526,43534,1906,9104,20674,50953,26471,1550,,04/23/1999,,,,DIALYSIS SERVICE GROUP SAVANNAH  LLC,112661,05/31/2001,01/01/2001,,31329,1/1/2001,5/31/2001,2001
32716,6,4.79999999999995,3,13,1,,-644101,-124725,76786,,2310,,23,3,,156808,14704,189701,4412,117044,352098,807165,231868,13545,,01/01/2001,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE-CRESTVIEW HILLS,182529,12/31/2001,01/01/2001,,41017,1/1/2001,12/31/2001,2001
32860,6,4,3,,1,,-394580,-76465,51851,,2474,,12,2,,92333,7902,187407,17833,96284,256558,477072,226711,10173,,01/01/2001,GAMBRO HEALTHCARE,Y,,GAMBRO HEALTHCARE -LICKING COUNTY,362555,12/31/2001,01/01/2001,,43055,1/1/2001,12/31/2001,2001
32897,6,4.5,3,,1,,-134398,-18991,21276,9281,606,,16,2,,29339,948,61242,727,15771,91099,152391,64425,2102,,03/22/2000,NATIONAL NEPHROLOGY ASSOCIATES,Y,,DOYLESTOWN DIALYSIS CENTER,392667,04/01/2001,01/01/2001,,18901,1/1/2001,4/1/2001,2001
