rpt_rec_num,avg_days_open_per_week,avg_session_time,avg_weekly_sessions,dialyser_reuse_times,dialyzer_type,epo_cost,epo_net_cost,epo_rebates,epo_total,lab_services,non_medicare_sessions,non_medicare_sessions_indirect,num_machines_regular,num_machines_standby,supplies,total_costs_hd_benefits,total_costs_hd_drugs,total_costs_hd_housekeeping,total_costs_hd_labs,total_costs_hd_machines,total_costs_hd_other,total_costs_hd_salaries,total_costs_hd_supplies,total_treatments_hd,total_treatments_pd,certification_date,chain_identity,chain_indicator,ever_hospital_based,facility_name,prvdr_num,report_end_date,report_start_date,state,zip_code,fy_bgn_dt,fy_end_dt,year
131,6,4.5,3,8,1,,-1485931,,128301,,5731,,48,6,,238566,,139234,19241,233616,373053,1104350,1080795,22731,,01/13/1979,NATIONAL NEPHROLOGY ASSOCIATES,Y,,ALABAMA DIALYSIS SERVICES-PRINCETON,012526,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
145,6,4.5,3,8,1,,-260448,,32451,,1699,,24,3,,36686,,101150,6248,111712,247296,198217,290498,5386,,09/17/1986,NATIONAL NEPHROLOGY ASSOC OF ALABAMA,Y,,ALABAMA DIALYSIS SERVICES-CAHABA VLY,012528,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
158,6,4.5,3,20,1,,-819287,59400,98402,,2822,,31,2,,98389,8855,106225,6213,91672,271371,608360,306609,17670,,01/07/1987,RENAL CARE GROUP,Y,,RENAL CARE GROUP-ANNISTON,012530,12/31/1999,01/01/1999,,39216,1/1/1999,12/31/1999,1999
181,6,4,3,8,1,,-373716,,37372,,868,,12,2,,76561,,64782,455,45842,167382,318255,146803,5557,,01/01/1976,,,,WALKER COUNTY DIALYSIS FACILITY,012533,12/31/1999,01/01/1999,,,1/1/1999,12/31/1999,1999
193,6,4.5,3,8,1,,-499652,,50956,,3186,,36,4,,100847,,104444,11778,90007,277632,453963,705736,12351,,03/02/1988,NATIONAL NEPHROLOGY ASSC. OF ALABAMA,Y,,BESSEMER KIDNEY CENTER,012534,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
205,6,4.5,3,8,1,,-275063,,36251,,1777,,24,2,,343640,,106972,8462,134384,198292,,480574,7814,,09/12/1990,NATIONAL NEPHROLOGY ASSC. OF ALA,Y,,ALABAMA DIALYSIS SERVICES-MONTCLAIR,012536,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
221,6,4.5,3,20,1,,-362981,26457,42208,,222,,6,1,,47041,16738,191042,3086,37059,147040,278084,142773,7568,,07/21/1991,RENAL CARE GROUP,Y,,RENAL CARE GROUP-TALLADEGA,012539,12/31/1999,01/01/1999,,39216,1/1/1999,12/31/1999,1999
267,6,4.25,3,22,1,,-58953,,5940,,869,78,10,1,,20020,56461,72268,5017,27211,127875,115504,48400,3932,,03/17/1994,,,,DIALYSIS AFFILIATES OF S. ALABAMA,012549,12/31/1999,01/01/1999,,36426,1/1/1999,12/31/1999,1999
297,3,4.5,3,,,,-41101,,6637,,377,,10,2,,13982,,28303,2423,69611,58657,57002,73978,1753,,06/28/1995,NATIONAL NEPHROLOGY ASSOC OF ALABAMA,Y,,ALABAMA DIALYSIS SERVICES-PELL CITY,012556,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
310,3,4.5,3,,,,-43184,,7464,,258,,7,1,,10767,,6764,1944,29792,46060,45880,88772,1500,,12/11/1995,NATIONAL NEPHROLOGY ASSOC OF ALABAMA,Y,,ALABAMA DIALYSIS SERVICES-HAMILTON,012560,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
330,6,3.5,3,8,1,,-114756,,20142,,470,,9,3,,12995,80647,70863,,28821,198725,154697,80945,4541,,04/02/1996,,,,SOUTH BALDWIN DIALYSIS CENTER,012565,12/31/1999,01/01/1999,,32514,1/1/1999,12/31/1999,1999
338,3,4.5,3,,,,-76841,,8780,,111,,10,2,,13962,,26475,2816,67640,55901,60760,82720,1748,,07/16/1996,NATIONAL NEPHROLOGY ASSC OF ALABAMA,Y,,ALABAMA DIALYSIS SERVICES-SYLACAUGA,012566,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
342,6,4.29999999999995,3,20,1,,-375942,16857,26020,,969,,10,2,,30059,7075,110804,2763,45679,160512,212990,144801,6280,,01/01/1977,RENAL CARE GROUP,Y,,NORTHEAST ALABAMA KIDNEY-ANNISTON II,012567,12/31/1999,01/01/1999,,39216,1/1/1999,12/31/1999,1999
367,6,4.5,3,,,,-167776,,20049,,1019,,10,1,,23167,,56190,30,102505,113940,120575,198135,3839,,01/08/1998,NATIONAL NEPHROLOGY ASSC. OF ALABAMA,Y,,ALABAMA DIALYSIS SERVICES-WALKER,012575,12/31/1999,05/01/1999,,35209,5/1/1999,12/31/1999,1999
